"speciesScientificName","type","projectID","ForStrat.Value","diet.breadth","BodyMass.Value","Activity.Nocturnal","Activity.Diurnal","X15.1_LitterSize","X10.1_PopulationGrpSize","X10.2_SocialGrpSize"
"Petaurista alborufus","C","XSBN_NBH","Ar",4,4290,1,0,-999,-999,-999
"Lutra lutra","C","XSBN_NBH","G",4,8785.14,1,1,2.01,-999,-999
"Lutrogale perspicillata","C","XSBN_NBH","G",4,9483.33,0,1,3.24,-999,-999
"Mustela frenata","A","EMML_TNCC","G",1,147,1,1,6.5,-999,-999
"Odocoileus virginianus","B","EMML_TNCC","G",2,55508.56,1,0,1.57,-999,2.25
"Canis latrans","B","EMML_TNCC","G",3,13406.33,1,0,5.72,-999,-999
"Procyon lotor","B","EMML_TNCC","G",4,5524.97,1,0,3.06,-999,-999
"Lynx rufus","B","EMML_TNCC","G",1,8904.1,1,0,2.76,-999,-999
"Sciurus carolinensis","B","EMML_TNCC","Ar",3,506.5,0,1,2.98,-999,1
"Ursus americanus","B","EMML_TNCC","G",4,99949.36,1,0,2.39,-999,-999
"Sylvilagus floridanus","B","EMML_TNCC","G",1,1172.79,1,0,4.62,-999,-999
"Didelphis virginiana","B","EMML_TNCC","S",4,2195.48,1,0,8.62,-999,1
"Mephitis mephitis","B","EMML_TNCC","G",5,2085.02,1,0,5.7,-999,-999
"Urocyon cinereoargenteus","B","EMML_TNCC","G",5,3833.72,1,0,3.71,-999,-999
"Sciurus niger","B","EMML_TNCC","Ar",3,761.9,0,1,-999,-999,-999
"Vulpes vulpes","B","EMML_TNCC","G",3,5476.17,1,0,4.59,-999,-999
"Sylvilagus palustris","C","EMML_TNCC","G",1,1500,1,0,2.96,-999,-999
"Marmota monax","C","EMML_TNCC","G",3,3801.72,0,1,4.1,-999,1
"Sylvilagus obscurus","C","EMML_TNCC","G",1,1218.45,1,0,-999,-999,-999
"Castor canadensis","C","EMML_TNCC","G",1,21820,1,0,3.6,-999,5.1
"Lontra canadensis","C","EMML_TNCC","G",2,8087.42,1,0,2.67,-999,-999
"Ondatra zibethicus","C","EMML_TNCC","G",2,1065.75,1,0,6.55,-999,-999
"Neovison vison","C","EMML_TNCC","G",4,1150,1,0,-999,-999,-999
"Tamias striatus","A","EMML_CARL","G",4,111.91,0,1,-999,-999,-999
"Glaucomys volans","A","EMML_CARL","Ar",3,63.87,1,0,3.13,-999,-999
"Procyon lotor","B","EMML_CARL","G",4,5524.97,1,0,3.06,-999,-999
"Didelphis virginiana","B","EMML_CARL","S",4,2195.48,1,0,8.62,-999,1
"Sciurus carolinensis","B","EMML_CARL","Ar",3,506.5,0,1,2.98,-999,1
"Ursus americanus","B","EMML_CARL","G",4,99949.36,1,0,2.39,-999,-999
"Odocoileus virginianus","B","EMML_CARL","G",2,55508.56,1,0,1.57,-999,2.25
"Lynx rufus","B","EMML_CARL","G",1,8904.1,1,0,2.76,-999,-999
"Urocyon cinereoargenteus","B","EMML_CARL","G",5,3833.72,1,0,3.71,-999,-999
"Canis latrans","B","EMML_CARL","G",3,13406.33,1,0,5.72,-999,-999
"Sylvilagus floridanus","B","EMML_CARL","G",1,1172.79,1,0,4.62,-999,-999
"Vulpes vulpes","B","EMML_CARL","G",3,5476.17,1,0,4.59,-999,-999
"Mephitis mephitis","B","EMML_CARL","G",5,2085.02,1,0,5.7,-999,-999
"Marmota monax","B","EMML_CARL","G",3,3801.72,0,1,4.1,-999,1
"Sciurus niger","C","EMML_CARL","Ar",3,761.9,0,1,-999,-999,-999
"Castor canadensis","C","EMML_CARL","G",1,21820,1,0,3.6,-999,5.1
"Lontra canadensis","C","EMML_CARL","G",2,8087.42,1,0,2.67,-999,-999
"Ondatra zibethicus","C","EMML_CARL","G",2,1065.75,1,0,6.55,-999,-999
"Neovison vison","C","EMML_CARL","G",4,1150,1,0,-999,-999,-999
"Cephalophus harveyi","B","EMML_AS","G",3,11999.97,1,0,1,-999,2
"Herpestes sanguineus","B","EMML_AS","G",3,550,0,1,2.5,-999,-999
"Bdeogale omnivora","B","EMML_AS","G",3,1549.99,1,0,0.96,-999,-999
"Nesotragus moschatus","B","EMML_AS","G",2,6499.95,1,0,1,-999,1.5
"Paragalago cocos","C","EMML_AS",NA,NA,NA,NA,NA,NA,NA,NA
"Smutsia temminckii","C","EMML_AS","G",1,7179.93,1,0,1,-999,1
"Otospermophilus variegatus","B","EMML_CHIR","G",3,691.64,0,1,4.93,-999,-999
"Neotamias dorsalis","B","EMML_CHIR","G",2,71.1,0,1,4.99,-999,-999
"Xerospermophilus spilosoma","C","EMML_CHIR","G",3,89,0,1,6.94,-999,-999
"Bos gaurus","B","EMML_DYTP","G",1,8e+05,0,1,1.22,-999,40
"Muntiacus vaginalis","B","EMML_DYTP","G",2,15925.79,1,1,1,-999,-999
"Tamiops macclellandii","C","EMML_DYTP",NA,NA,NA,NA,NA,NA,NA,NA
"Aonyx cinereus","C","EMML_DYTP","G",3,3527.59,1,0,1.47,-999,-999
"Bos gaurus","B","EMML_DYTP","G",1,8e+05,0,1,1.22,-999,40
"Muntiacus vaginalis","B","EMML_DYTP","G",2,15925.79,1,1,1,-999,-999
"Bos gaurus","B","EMML_HKK","G",1,8e+05,0,1,1.22,-999,40
"Muntiacus vaginalis","B","EMML_HKK","G",2,15925.79,1,1,1,-999,-999
"Tamiops macclellandii","C","EMML_HKK",NA,NA,NA,NA,NA,NA,NA,NA
"Bubalus arnee","C","EMML_HKK",NA,NA,NA,NA,NA,NA,NA,NA
"Aonyx cinereus","C","EMML_HKK","G",3,3527.59,1,0,1.47,-999,-999
"Canis rufus","C","EMML_ICTS",NA,NA,NA,NA,NA,NA,NA,NA
"Neotamias townsendii","C","EMML_LEAF","G",2,74.78,0,1,3.75,-999,-999
"Cervus canadensis","C","EMML_LEAF",NA,NA,NA,NA,NA,NA,NA,NA
"Tragelaphus oryx","B","EMML_MKS","G",2,680000,0,1,-999,50,50
"Herpestes sanguineus","B","EMML_MKS","G",3,550,0,1,2.5,-999,-999
"Nesotragus moschatus","B","EMML_MKS","G",2,6499.95,1,0,1,-999,1.5
"Hylomyscus endorobae","C","EMML_MKS",NA,NA,NA,NA,NA,NA,NA,NA
"Gerbillus harwoodi","C","EMML_MKS","G",3,23.63,1,0,-999,-999,-999
"Lepus victoriae","C","EMML_MKS","G",1,1763.61,1,0,1.56,-999,-999
"Cephalophus harveyi","C","EMML_MKS","G",3,11999.97,1,0,1,-999,2
"Smutsia temminckii","C","EMML_MKS","G",1,7179.93,1,0,1,-999,1
"Canis lupaster","C","EMML_MKS","G",1,32183.33,1,0,4.98,-999,-999
"Canis rufus","B","EMML_NCCC",NA,NA,NA,NA,NA,NA,NA,NA
"Xerospermophilus tereticaudus","B","EMML_OPRI","G",3,156.5,0,1,6.32,-999,-999
"Otospermophilus variegatus","B","EMML_OPRI","G",3,691.64,0,1,4.93,-999,-999
"Mazama nemorivaga","B","EMML_PA","G",3,16633.17,1,1,1,-999,1
"Herpailurus yagouaroundi","B","EMML_PA","G",3,6875,0,1,2.5,-999,-999
"Saimiri cassiquiarensis","C","EMML_PA","Ar",5,743.24,0,1,1,-999,34.85
"Hylaeamys perenensis","C","EMML_PA","G",4,57.93,1,1,-999,-999,-999
"Sapajus apella","C","EMML_PA","Ar",6,2500,0,1,1.05,-999,7.9
"Lagothrix lagothricha","C","EMML_PA","Ar",4,6299.99,0,1,1.01,-999,33
"Euryoryzomys macconnelli","C","EMML_PA","G",4,58,1,1,-999,-999,1
"Cebus yuracus","C","EMML_PA","Ar",6,2629,0,1,1.01,-999,25
"Plecturocebus discolor","C","EMML_PA","Ar",3,1005,0,1,-999,-999,-999
"Cebuella pygmaea","C","EMML_PA","Ar",3,125,0,1,1.93,-999,6
"Marmosa regina","C","EMML_PA","S",2,118.6,1,0,-999,-999,-999
"Pattonomys occasius","C","EMML_PA","S",2,322.29,1,0,-999,-999,-999
"Pithecia napensis","C","EMML_PA","Ar",4,1537.52,0,1,1.02,-999,2.5
"Hylaeamys yunganus","C","EMML_PA","G",4,60.5,1,1,-999,-999,-999
"Leontocebus lagonotus","C","EMML_PA","Ar",3,387,0,1,1.83,-999,6
"Alouatta juara","C","EMML_PA","Ar",2,6145.54,0,1,1.42,-999,7.9
"Coendou ichillus","C","EMML_PA","Ar",2,1242.24,1,0,-999,-999,-999
"Tragelaphus oryx","B","EMML_SDK","G",2,680000,0,1,-999,50,50
"Herpestes sanguineus","B","EMML_SDK","G",3,550,0,1,2.5,-999,-999
"Gerbillus harwoodi","C","EMML_SDK","G",3,23.63,1,0,-999,-999,-999
"Lepus victoriae","C","EMML_SDK","G",1,1763.61,1,0,1.56,-999,-999
"Gerbillus cosensis","C","EMML_SDK","G",3,23.26,1,0,-999,-999,-999
"Smutsia temminckii","C","EMML_SDK","G",1,7179.93,1,0,1,-999,1
"Canis lupaster","C","EMML_SDK","G",1,32183.33,1,0,4.98,-999,-999
"Neotamias panamintinus","C","EMML_SEQU","G",2,52.3,0,1,4.04,-999,-999
"Neotamias merriami","C","EMML_SEQU","G",2,74.8,0,1,4.5,-999,-999
"Neotamias alpinus","C","EMML_SEQU","G",2,36.55,0,1,4.5,-999,-999
"Otospermophilus beecheyi","C","EMML_SEQU","G",3,578.5,0,1,6.71,-999,-999
"Neotamias speciosus","C","EMML_SEQU","G",2,62,0,1,4.14,-999,-999
"Callospermophilus lateralis","C","EMML_SEQU","G",3,191,0,1,5.18,-999,-999
"Neotamias umbrinus","C","EMML_SEQU","G",2,63,0,1,6.8,-999,-999
"Neotamias amoenus","C","EMML_SEQU","G",2,50.5,0,1,4.99,-999,-999
"Cervus canadensis","C","EMML_SEQU",NA,NA,NA,NA,NA,NA,NA,NA
"Cephalophus harveyi","B","EMML_SH","G",3,11999.97,1,0,1,-999,2
"Nesotragus moschatus","B","EMML_SH","G",2,6499.95,1,0,1,-999,1.5
"Herpestes sanguineus","C","EMML_SH","G",3,550,0,1,2.5,-999,-999
"Dendrohyrax validus","C","EMML_SH","Ar",2,2949.99,1,0,1.51,-999,1
"Bdeogale omnivora","C","EMML_SH","G",3,1549.99,1,0,0.96,-999,-999
"Paragalago cocos","C","EMML_SH",NA,NA,NA,NA,NA,NA,NA,NA
"Smutsia temminckii","C","EMML_SH","G",1,7179.93,1,0,1,-999,1
"Ictidomys tridecemlineatus","C","EMML_TRCFP","G",3,131.67,0,1,8.08,-999,1
"Poliocitellus franklinii","C","EMML_TRCFP","G",3,363,0,1,8.69,-999,-999
"Neotamias merriami","C","EMML_UCSC","G",2,74.8,0,1,4.5,-999,-999
"Otospermophilus beecheyi","C","EMML_UCSC","G",3,578.5,0,1,6.71,-999,-999
"Herpestes sanguineus","C","GC","G",3,550,0,1,2.5,-999,-999
"Lepus victoriae","C","GC","G",1,1763.61,1,0,1.56,-999,-999
"Phataginus tetradactyla","C","GC","Ar",1,2749.98,1,0,1.05,-999,-999
"Smutsia gigantea","C","GC","G",1,32999.7,1,0,-999,-999,-999
"Phataginus tricuspis","C","GC","S",1,2066.67,1,0,1,-999,-999
"Neotamias minimus","C","ITBD","G",2,135.27,0,1,4.95,-999,-999
"Erythrocebus baumstarki","C","SRGT","G",3,8090,0,1,1.01,20.5,28
"Herpestes sanguineus","C","SRGT","G",3,550,0,1,2.5,-999,-999
"Gerbillus harwoodi","C","SRGT","G",3,23.63,1,0,-999,-999,-999
"Smutsia temminckii","C","SRGT","G",1,7179.93,1,0,1,-999,1
"Canis lupaster","C","SRGT","G",1,32183.33,1,0,4.98,-999,-999
"Muntiacus montanus","A","TEAMS_BBS","G",2,15925.79,1,1,1,-999,-999
"Neofelis diardi","B","TEAMS_BBS","S",1,19675.75,0,1,2.25,1,1
"Aonyx cinereus","B","TEAMS_BBS","G",3,3527.59,1,0,1.47,-999,-999
"Cephalopachus bancanus","C","TEAMS_BBS","Ar",1,94.25,1,0,1,-999,1
"Presbytis mitrata","C","TEAMS_BBS","Ar",3,6300,0,1,1.01,14.5,14
"Galeopterus variegatus","C","TEAMS_BBS","Ar",1,1112.2,1,0,1,-999,-999
"Herpailurus yagouaroundi","A","TEAMS_BCI","G",3,6875,0,1,2.5,-999,-999
"Transandinomys talamancae","C","TEAMS_BCI","G",4,55,1,1,-999,-999,1
"Coendou quichua","C","TEAMS_BCI","Ar",2,2000,1,0,-999,-999,-999
"Aotus zonalis","C","TEAMS_BCI","Ar",6,872.99,1,0,1.01,-999,-999
"Sylvilagus gabbi","C","TEAMS_BCI","G",1,949.99,1,0,1.9,-999,1
"Bassaricyon medius","C","TEAMS_BCI","Ar",3,1235.01,1,0,-999,-999,-999
"Transandinomys bolivaris","C","TEAMS_BCI","G",4,60.5,1,1,3.23,-999,1
"Cebus imitator","C","TEAMS_BCI","Ar",6,2733.32,0,1,1.01,-999,18.15
"Allochrocebus lhoesti","B","TEAMS_BIF","Ar",4,5375.02,0,1,1,-999,17.4
"Caracal aurata","B","TEAMS_BIF","S",1,10650.01,1,1,2.25,-999,-999
"Galagoides demidoff","B","TEAMS_BIF","Ar",3,66.04,1,0,1.29,-999,5.5
"Phataginus tricuspis","B","TEAMS_BIF","S",1,2066.67,1,0,1,-999,-999
"Herpestes sanguineus","B","TEAMS_BIF","G",3,550,0,1,2.5,-999,-999
"Hylomyscus vulcanorum","C","TEAMS_BIF","Ar",3,36,1,0,4.61,-999,-999
"Dendromus kivu","C","TEAMS_BIF","G",6,13.72,1,0,-999,-999,-999
"Galagoides thomasi","C","TEAMS_BIF","Ar",2,117.35,1,0,-999,-999,1
"Perodicticus ibeanus","C","TEAMS_BIF","Ar",3,1099.99,1,0,1.09,-999,1
"Smutsia gigantea","C","TEAMS_BIF","G",1,32999.7,1,0,-999,-999,-999
"Canis lupaster","C","TEAMS_BIF","G",1,32183.33,1,0,4.98,-999,-999
"Aonyx congicus","C","TEAMS_BIF","G",2,18999.84,1,0,2.62,-999,-999
"Mazama nemorivaga","B","TEAMS_CAX","G",3,16633.17,1,1,1,-999,1
"Marmosa demerarae","B","TEAMS_CAX","S",2,75.75,1,0,6.29,-999,-999
"Sapajus apella","B","TEAMS_CAX","Ar",6,2500,0,1,1.05,-999,7.9
"Herpailurus yagouaroundi","B","TEAMS_CAX","G",3,6875,0,1,2.5,-999,-999
"Toromys grandis","C","TEAMS_CAX","S",2,584,1,0,-999,-999,-999
"Alouatta discolor","C","TEAMS_CAX","Ar",2,6400,0,1,-999,-999,7.4
"Euryoryzomys macconnelli","C","TEAMS_CAX","G",4,58,1,1,-999,-999,1
"Saimiri collinsi","C","TEAMS_CAX","Ar",5,743.24,0,1,1,-999,34.85
"Mico argentatus","C","TEAMS_CAX","Ar",3,440,0,1,1.84,-999,9.5
"Hylaeamys megacephalus","C","TEAMS_CAX","G",4,57,1,1,3.72,-999,1
"Dasyprocta croconota","C","TEAMS_CAX","G",3,3020.02,0,1,1.4,-999,-999
"Leontocebus fuscicollis","A","TEAMS_COU","Ar",3,387,0,1,1.83,-999,6
"Herpailurus yagouaroundi","B","TEAMS_COU","G",3,6875,0,1,2.5,-999,-999
"Sapajus apella","B","TEAMS_COU","Ar",6,2500,0,1,1.05,-999,7.9
"Marmosa regina","B","TEAMS_COU","S",2,118.6,1,0,-999,-999,-999
"Hylaeamys perenensis","C","TEAMS_COU","G",4,57.93,1,1,-999,-999,-999
"Monodelphis ronaldi","C","TEAMS_COU","G",5,35,1,0,-999,-999,-999
"Lagothrix lagothricha","C","TEAMS_COU","Ar",4,6299.99,0,1,1.01,-999,33
"Cebus cuscinus","C","TEAMS_COU","Ar",6,2629,0,1,1.01,-999,25
"Euryoryzomys macconnelli","C","TEAMS_COU","G",4,58,1,1,-999,-999,1
"Hylaeamys yunganus","C","TEAMS_COU","G",4,60.5,1,1,-999,-999,-999
"Plecturocebus urubambensis","C","TEAMS_COU","Ar",3,992.41,0,1,1.02,-999,2.5
"Marmosa demerarae","C","TEAMS_COU","S",2,75.75,1,0,6.29,-999,-999
"Leontocebus weddelli","C","TEAMS_COU","Ar",3,462,0,1,1.82,-999,6.3
"Monodelphis peruviana","C","TEAMS_COU","G",5,35,1,0,-999,-999,-999
"Mazama nemorivaga","C","TEAMS_COU","G",3,16633.17,1,1,1,-999,1
"Dasyprocta variegata","C","TEAMS_COU","G",3,3020.02,0,1,1.4,-999,-999
"Euryoryzomys nitidus","C","TEAMS_COU","G",4,55.2,1,1,-999,-999,1
"Mazama nemorivaga","B","TEAMS_CSN","G",3,16633.17,1,1,1,-999,1
"Herpailurus yagouaroundi","B","TEAMS_CSN","G",3,6875,0,1,2.5,-999,-999
"Sapajus apella","C","TEAMS_CSN","Ar",6,2500,0,1,1.05,-999,7.9
"Cebus castaneus","C","TEAMS_CSN","Ar",6,2599.98,0,1,1.01,-999,11.45
"Euryoryzomys macconnelli","C","TEAMS_CSN","G",4,58,1,1,-999,-999,1
"Coendou melanurus","C","TEAMS_CSN","Ar",2,1900,1,0,-999,-999,-999
"Hylaeamys yunganus","C","TEAMS_CSN","G",4,60.5,1,1,-999,-999,-999
"Chiropotes sagulatus","C","TEAMS_CSN","Ar",3,2949.58,0,1,-999,-999,-999
"Marmosa demerarae","C","TEAMS_CSN","S",2,75.75,1,0,6.29,-999,-999
"Hylaeamys megacephalus","C","TEAMS_CSN","G",4,57,1,1,3.72,-999,1
"Herpestes sanguineus","A","TEAMS_KRP","G",3,550,0,1,2.5,-999,-999
"Phataginus tricuspis","B","TEAMS_KRP","S",1,2066.67,1,0,1,-999,-999
"Perodicticus edwardsi","C","TEAMS_KRP","Ar",3,1099.99,1,0,1.09,-999,1
"Caracal aurata","C","TEAMS_KRP","S",1,10650.01,1,1,2.25,-999,-999
"Sciurocheirus alleni","C","TEAMS_KRP","Ar",2,260,1,0,1.29,-999,6
"Galagoides demidoff","C","TEAMS_KRP","Ar",3,66.04,1,0,1.29,-999,5.5
"Galagoides thomasi","C","TEAMS_KRP","Ar",2,117.35,1,0,-999,-999,1
"Phataginus tetradactyla","C","TEAMS_KRP","Ar",1,2749.98,1,0,1.05,-999,-999
"Mazama nemorivaga","B","TEAMS_MAS","G",3,16633.17,1,1,1,-999,1
"Herpailurus yagouaroundi","B","TEAMS_MAS","G",3,6875,0,1,2.5,-999,-999
"Marmosa demerarae","B","TEAMS_MAS","S",2,75.75,1,0,6.29,-999,-999
"Pithecia chrysocephala","C","TEAMS_MAS","Ar",4,1375.5,0,1,1.01,-999,2.7
"Toromys grandis","C","TEAMS_MAS","S",2,584,1,0,-999,-999,-999
"Sapajus apella","C","TEAMS_MAS","Ar",6,2500,0,1,1.05,-999,7.9
"Euryoryzomys macconnelli","C","TEAMS_MAS","G",4,58,1,1,-999,-999,1
"Coendou melanurus","C","TEAMS_MAS","Ar",2,1900,1,0,-999,-999,-999
"Hylaeamys yunganus","C","TEAMS_MAS","G",4,60.5,1,1,-999,-999,-999
"Chiropotes sagulatus","C","TEAMS_MAS","Ar",3,2949.58,0,1,-999,-999,-999
"Hylaeamys megacephalus","C","TEAMS_MAS","G",4,57,1,1,3.72,-999,1
"Muntiacus vaginalis","C","TEAMS_NAK","G",2,15925.79,1,1,1,-999,-999
"Bos gaurus","C","TEAMS_NAK","G",1,8e+05,0,1,1.22,-999,40
"Biswamoyopterus laoensis","C","TEAMS_NAK","Ar",4,1613.3,1,0,-999,-999,-999
"Aonyx cinereus","C","TEAMS_NAK","G",3,3527.59,1,0,1.47,-999,-999
"Philander mondolfii","A","TEAMS_NNN","S",5,585.5,1,1,4.75,-999,1
"Caracal aurata","B","TEAMS_NNN","S",1,10650.01,1,1,2.25,-999,-999
"Phataginus tricuspis","B","TEAMS_NNN","S",1,2066.67,1,0,1,-999,-999
"Smutsia gigantea","B","TEAMS_NNN","G",1,32999.7,1,0,-999,-999,-999
"Piliocolobus oustaleti","C","TEAMS_NNN","Ar",3,8030.75,0,1,1.01,16,24.5
"Perodicticus edwardsi","C","TEAMS_NNN","Ar",3,1099.99,1,0,1.09,-999,1
"Huetia leucorhina","C","TEAMS_NNN","G",1,49.7,1,1,-999,1,1
"Galagoides demidoff","C","TEAMS_NNN","Ar",3,66.04,1,0,1.29,-999,5.5
"Galagoides thomasi","C","TEAMS_NNN","Ar",2,117.35,1,0,-999,-999,1
"Sciurocheirus gabonensis","C","TEAMS_NNN","Ar",2,165.68,1,0,-999,-999,-999
"Hylomyscus walterverheyeni","C","TEAMS_NNN","Ar",3,19.95,1,0,3,-999,-999
"Phataginus tetradactyla","C","TEAMS_NNN","Ar",1,2749.98,1,0,1.05,-999,-999
"Aonyx congicus","C","TEAMS_NNN","G",2,18999.84,1,0,2.62,-999,-999
"Galeopterus variegatus","C","TEAMS_PSH","Ar",1,1112.2,1,0,1,-999,-999
"Maxomys tajuddinii","C","TEAMS_PSH","G",5,56.01,1,0,3,-999,-999
"Aonyx cinereus","C","TEAMS_PSH","G",3,3527.59,1,0,1.47,-999,-999
"Eulemur rufifrons","B","TEAMS_RNF","Ar",2,2394.62,0,1,-999,-999,9.5
"Microgale majori","C","TEAMS_RNF","G",1,7.3,1,1,-999,1,1
"Cheirogaleus grovesi","C","TEAMS_RNF","Ar",3,285.39,1,0,-999,-999,-999
"Avahi peyrierasi","C","TEAMS_RNF","Ar",2,900,1,0,1.01,-999,2
"Rhynchocyon udzungwensis","A","TEAMS_UDZ","G",1,490,0,1,1.93,-999,-999
"Cephalophus harveyi","B","TEAMS_UDZ","G",3,11999.97,1,0,1,-999,2
"Nesotragus moschatus","B","TEAMS_UDZ","G",2,6499.95,1,0,1,-999,1.5
"Dendrohyrax validus","B","TEAMS_UDZ","Ar",2,2949.99,1,0,1.51,-999,1
"Herpestes sanguineus","C","TEAMS_UDZ","G",3,550,0,1,2.5,-999,-999
"Hylomyscus arcimontensis","C","TEAMS_UDZ","Ar",3,36,1,0,4.61,-999,-999
"Lepus victoriae","C","TEAMS_UDZ","G",1,1763.61,1,0,1.56,-999,-999
"Tragelaphus oryx","C","TEAMS_UDZ","G",2,680000,0,1,-999,50,50
"Acomys ngurui","C","TEAMS_UDZ","G",2,26.5,1,0,2.71,-999,-999
"Paragalago zanzibaricus","C","TEAMS_UDZ","Ar",3,147.35,1,0,1.29,-999,1
"Smutsia temminckii","C","TEAMS_UDZ","G",1,7179.93,1,0,1,-999,1
"Paragalago orinus","C","TEAMS_UDZ","Ar",2,165.68,1,0,-999,-999,-999
"Herpailurus yagouaroundi","B","TEAMS_VB","G",3,6875,0,1,2.5,-999,-999
"Heterogeomys cherriei","C","TEAMS_VB","G",1,225,0,1,-999,-999,-999
"Marmosa alstoni","C","TEAMS_VB","S",2,132.3,1,0,-999,-999,-999
"Handleyomys alfaroi","C","TEAMS_VB","G",4,33.3,1,1,3.59,-999,-999
"Coendou mexicanus","C","TEAMS_VB","Ar",2,2000,1,0,0.98,-999,2
"Sylvilagus gabbi","C","TEAMS_VB","G",1,949.99,1,0,1.9,-999,1
"Transandinomys bolivaris","C","TEAMS_VB","G",4,60.5,1,1,3.23,-999,1
"Nephelomys devius","C","TEAMS_VB","G",4,57.93,1,1,-999,-999,-999
"Cebus imitator","C","TEAMS_VB","Ar",6,2733.32,0,1,1.01,-999,18.15
"Herpailurus yagouaroundi","B","TEAMS_VB","G",3,6875,0,1,2.5,-999,-999
"Hylomyscus vulcanorum","C","TEAMS_VIR","Ar",3,36,1,0,4.61,-999,-999
"Dendromus kivu","C","TEAMS_VIR","G",6,13.72,1,0,-999,-999,-999
"Galagoides demidoff","C","TEAMS_VIR","Ar",3,66.04,1,0,1.29,-999,5.5
"Galagoides thomasi","C","TEAMS_VIR","Ar",2,117.35,1,0,-999,-999,1
"Perodicticus ibeanus","C","TEAMS_VIR","Ar",3,1099.99,1,0,1.09,-999,1
"Smutsia gigantea","C","TEAMS_VIR","G",1,32999.7,1,0,-999,-999,-999
"Phataginus tricuspis","C","TEAMS_VIR","S",1,2066.67,1,0,1,-999,-999
"Canis lupaster","C","TEAMS_VIR","G",1,32183.33,1,0,4.98,-999,-999
"Aonyx congicus","C","TEAMS_VIR","G",2,18999.84,1,0,2.62,-999,-999
"Herpailurus yagouaroundi","A","TEAMS_YAN","G",3,6875,0,1,2.5,-999,-999
"Lagothrix lagothricha","B","TEAMS_YAN","Ar",4,6299.99,0,1,1.01,-999,33
"Euryoryzomys macconnelli","C","TEAMS_YAN","G",4,58,1,1,-999,-999,1
"Plecturocebus discolor","C","TEAMS_YAN","Ar",3,1005,0,1,-999,-999,-999
"Marmosa regina","C","TEAMS_YAN","S",2,118.6,1,0,-999,-999,-999
"Pithecia inusta","C","TEAMS_YAN","Ar",4,1375.5,0,1,1.01,-999,2.7
"Hylaeamys yunganus","C","TEAMS_YAN","G",4,60.5,1,1,-999,-999,-999
"Leontocebus leucogenys","C","TEAMS_YAN","Ar",3,387,0,1,1.83,-999,6
"Monodelphis peruviana","C","TEAMS_YAN","G",5,35,1,0,-999,-999,-999
"Euryoryzomys nitidus","C","TEAMS_YAN","G",4,55.2,1,1,-999,-999,1
"Mazama nemorivaga","B","TEAMS_YAS","G",3,16633.17,1,1,1,-999,1
"Herpailurus yagouaroundi","B","TEAMS_YAS","G",3,6875,0,1,2.5,-999,-999
"Saimiri cassiquiarensis","C","TEAMS_YAS","Ar",5,743.24,0,1,1,-999,34.85
"Euryoryzomys macconnelli","C","TEAMS_YAS","G",4,58,1,1,-999,-999,1
"Cebus yuracus","C","TEAMS_YAS","Ar",6,2629,0,1,1.01,-999,25
"Plecturocebus discolor","C","TEAMS_YAS","Ar",3,1005,0,1,-999,-999,-999
"Cebuella pygmaea","C","TEAMS_YAS","Ar",3,125,0,1,1.93,-999,6
"Marmosa regina","C","TEAMS_YAS","S",2,118.6,1,0,-999,-999,-999
"Pattonomys occasius","C","TEAMS_YAS","S",2,322.29,1,0,-999,-999,-999
"Pithecia napensis","C","TEAMS_YAS","Ar",4,1537.52,0,1,1.02,-999,2.5
"Hylaeamys yunganus","C","TEAMS_YAS","G",4,60.5,1,1,-999,-999,-999
"Alouatta juara","C","TEAMS_YAS","Ar",2,6145.54,0,1,1.42,-999,7.9
"Coendou ichillus","C","TEAMS_YAS","Ar",2,1242.24,1,0,-999,-999,-999
"Leontocebus tripartitus","C","TEAMS_YAS","Ar",3,393.5,0,1,-999,-999,-999
"Muntiacus vaginalis","C","XSBN_BL","G",2,15925.79,1,1,1,-999,-999
"Bos gaurus","C","XSBN_BL","G",1,8e+05,0,1,1.22,-999,40
"Tamiops macclellandii","C","XSBN_BL",NA,NA,NA,NA,NA,NA,NA,NA
"Aonyx cinereus","C","XSBN_BL","G",3,3527.59,1,0,1.47,-999,-999
"Muntiacus vaginalis","C","XSBN_MG","G",2,15925.79,1,1,1,-999,-999
"Bos gaurus","C","XSBN_MG","G",1,8e+05,0,1,1.22,-999,40
"Tamiops macclellandii","C","XSBN_MG",NA,NA,NA,NA,NA,NA,NA,NA
"Aonyx cinereus","C","XSBN_MG","G",3,3527.59,1,0,1.47,-999,-999
"Muntiacus vaginalis","C","XSBN_MLG","G",2,15925.79,1,1,1,-999,-999
"Bos gaurus","C","XSBN_MLG","G",1,8e+05,0,1,1.22,-999,40
"Tamiops macclellandii","C","XSBN_MLG",NA,NA,NA,NA,NA,NA,NA,NA
"Aonyx cinereus","C","XSBN_MLG","G",3,3527.59,1,0,1.47,-999,-999
"Muntiacus vaginalis","C","XSBN_MLU","G",2,15925.79,1,1,1,-999,-999
"Bos gaurus","C","XSBN_MLU","G",1,8e+05,0,1,1.22,-999,40
"Tamiops macclellandii","C","XSBN_MLU",NA,NA,NA,NA,NA,NA,NA,NA
"Aonyx cinereus","C","XSBN_MLU","G",3,3527.59,1,0,1.47,-999,-999
"Muntiacus vaginalis","C","XSBN_MS","G",2,15925.79,1,1,1,-999,-999
"Bos gaurus","C","XSBN_MS","G",1,8e+05,0,1,1.22,-999,40
