"speciesScientificName","type","projectID","ForStrat.Value","diet.breadth","BodyMass.Value","Activity.Nocturnal","Activity.Diurnal","X15.1_LitterSize","X10.1_PopulationGrpSize","X10.2_SocialGrpSize","IUCN_frq","IUCN_year","realm","elevation","NPP","ave_temp","Tree_mean","sampling_effort_t"
"Pithecia napensis","C","EMML_PA","Ar",4,1537.52,0,1,1.02,-999,2.5,"3","2018",NA,NA,NA,NA,NA,NA
"Hylaeamys yunganus","C","EMML_PA","G",4,60.5,1,1,-999,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Leontocebus lagonotus","C","EMML_PA","Ar",3,387,0,1,1.83,-999,6,"4","2020",NA,NA,NA,NA,NA,NA
"Alouatta juara","C","EMML_PA","Ar",2,6145.54,0,1,1.42,-999,7.9,"5","2020",NA,NA,NA,NA,NA,NA
"Coendou ichillus","C","EMML_PA","Ar",2,1242.24,1,0,-999,-999,-999,"2","2016",NA,NA,NA,NA,NA,NA
"Tragelaphus oryx","B","EMML_SDK","G",2,680000,0,1,-999,50,50,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Herpestes sanguineus","B","EMML_SDK","G",3,550,0,1,2.5,-999,-999,"3","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Gerbillus harwoodi","C","EMML_SDK","G",3,23.63,1,0,-999,-999,-999,"4","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Lepus victoriae","C","EMML_SDK","G",1,1763.61,1,0,1.56,-999,-999,"3","2019","Afrotropical",205.5,1262.56,18.1,7.43,820
"Gerbillus cosensis","C","EMML_SDK","G",3,23.26,1,0,-999,-999,-999,"4","2016","Afrotropical",205.5,1262.56,18.1,7.43,820
"Smutsia temminckii","C","EMML_SDK","G",1,7179.93,1,0,1,-999,1,"4","2019","Afrotropical",205.5,1262.56,18.1,7.43,820
"Canis lupaster","C","EMML_SDK","G",1,32183.33,1,0,4.98,-999,-999,"1","2019","Afrotropical",205.5,1262.56,18.1,7.43,820
"Neotamias panamintinus","C","EMML_SEQU","G",2,52.3,0,1,4.04,-999,-999,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Neotamias merriami","C","EMML_SEQU","G",2,74.8,0,1,4.5,-999,-999,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Neotamias alpinus","C","EMML_SEQU","G",2,36.55,0,1,4.5,-999,-999,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Otospermophilus beecheyi","C","EMML_SEQU","G",3,578.5,0,1,6.71,-999,-999,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Neotamias speciosus","C","EMML_SEQU","G",2,62,0,1,4.14,-999,-999,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Callospermophilus lateralis","C","EMML_SEQU","G",3,191,0,1,5.18,-999,-999,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Neotamias umbrinus","C","EMML_SEQU","G",2,63,0,1,6.8,-999,-999,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Neotamias amoenus","C","EMML_SEQU","G",2,50.5,0,1,4.99,-999,-999,"3","2016","Nearctic",217.7,1520.89,4.17,15.77,445
"Cervus canadensis","C","EMML_SEQU",NA,NA,NA,NA,NA,NA,NA,NA,"2","2018","Nearctic",217.7,1520.89,4.17,15.77,445
"Cephalophus harveyi","B","EMML_SH","G",3,11999.97,1,0,1,-999,2,"3","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Nesotragus moschatus","B","EMML_SH","G",2,6499.95,1,0,1,-999,1.5,"6","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Herpestes sanguineus","C","EMML_SH","G",3,550,0,1,2.5,-999,-999,"3","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Dendrohyrax validus","C","EMML_SH","Ar",2,2949.99,1,0,1.51,-999,1,"2","2015","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Bdeogale omnivora","C","EMML_SH","G",3,1549.99,1,0,0.96,-999,-999,"2","2016","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Paragalago cocos","C","EMML_SH",NA,NA,NA,NA,NA,NA,NA,NA,"2","2019","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Smutsia temminckii","C","EMML_SH","G",1,7179.93,1,0,1,-999,1,"4","2019","Afrotropical",130.5,3236.91,24.55,10.79,1250
"Ictidomys tridecemlineatus","C","EMML_TRCFP","G",3,131.67,0,1,8.08,-999,1,"3","2016","Nearctic",161,2869,12.64,20,1319
"Poliocitellus franklinii","C","EMML_TRCFP","G",3,363,0,1,8.69,-999,-999,"4","2016","Nearctic",161,2869,12.64,20,1319
"Neotamias merriami","C","EMML_UCSC","G",2,74.8,0,1,4.5,-999,-999,"3","2016","Nearctic",88,3961.2,13.84,36.4,1265
"Otospermophilus beecheyi","C","EMML_UCSC","G",3,578.5,0,1,6.71,-999,-999,"3","2016","Nearctic",88,3961.2,13.84,36.4,1265
"Herpestes sanguineus","C","GC","G",3,550,0,1,2.5,-999,-999,"3","2016","Afrotropical",160.15,2036.46,27.38,8.68,5717
"Lepus victoriae","C","GC","G",1,1763.61,1,0,1.56,-999,-999,"3","2019","Afrotropical",160.15,2036.46,27.38,8.68,5717
"Phataginus tetradactyla","C","GC","Ar",1,2749.98,1,0,1.05,-999,-999,"4","2019","Afrotropical",160.15,2036.46,27.38,8.68,5717
"Smutsia gigantea","C","GC","G",1,32999.7,1,0,-999,-999,-999,"4","2019","Afrotropical",160.15,2036.46,27.38,8.68,5717
"Phataginus tricuspis","C","GC","S",1,2066.67,1,0,1,-999,-999,"4","2019","Afrotropical",160.15,2036.46,27.38,8.68,5717
"Neotamias minimus","C","ITBD","G",2,135.27,0,1,4.95,-999,-999,"3","2016","Nearctic",196.21,2181.42,0.35,11.3,60848
"Erythrocebus baumstarki","C","SRGT","G",3,8090,0,1,1.01,20.5,28,"1","2020","Afrotropical",202.26,1840.19,20.31,5.77,98113
"Herpestes sanguineus","C","SRGT","G",3,550,0,1,2.5,-999,-999,"3","2016","Afrotropical",202.26,1840.19,20.31,5.77,98113
"Gerbillus harwoodi","C","SRGT","G",3,23.63,1,0,-999,-999,-999,"4","2016","Afrotropical",202.26,1840.19,20.31,5.77,98113
"Smutsia temminckii","C","SRGT","G",1,7179.93,1,0,1,-999,1,"4","2019","Afrotropical",202.26,1840.19,20.31,5.77,98113
"Canis lupaster","C","SRGT","G",1,32183.33,1,0,4.98,-999,-999,"1","2019","Afrotropical",202.26,1840.19,20.31,5.77,98113
"Muntiacus montanus","A","TEAMS_BBS","G",2,15925.79,1,1,1,-999,-999,"2","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Neofelis diardi","B","TEAMS_BBS","S",1,19675.75,0,1,2.25,1,1,"2","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Aonyx cinereus","B","TEAMS_BBS","G",3,3527.59,1,0,1.47,-999,-999,"8","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Cephalopachus bancanus","C","TEAMS_BBS","Ar",1,94.25,1,0,1,-999,1,"4","2020","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Presbytis mitrata","C","TEAMS_BBS","Ar",3,6300,0,1,1.01,14.5,14,"2","2020","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Galeopterus variegatus","C","TEAMS_BBS","Ar",1,1112.2,1,0,1,-999,-999,"2","2008","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Herpailurus yagouaroundi","A","TEAMS_BCI","G",3,6875,0,1,2.5,-999,-999,"8","2015","Neotropical",102.67,3130.19,26.39,20.52,11454
"Transandinomys talamancae","C","TEAMS_BCI","G",4,55,1,1,-999,-999,1,"3","2017","Neotropical",102.67,3130.19,26.39,20.52,11454
"Coendou quichua","C","TEAMS_BCI","Ar",2,2000,1,0,-999,-999,-999,"2","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Aotus zonalis","C","TEAMS_BCI","Ar",6,872.99,1,0,1.01,-999,-999,"3","2021","Neotropical",102.67,3130.19,26.39,20.52,11454
"Sylvilagus gabbi","C","TEAMS_BCI","G",1,949.99,1,0,1.9,-999,1,"1","2019","Neotropical",102.67,3130.19,26.39,20.52,11454
"Bassaricyon medius","C","TEAMS_BCI","Ar",3,1235.01,1,0,-999,-999,-999,"2","2020","Neotropical",102.67,3130.19,26.39,20.52,11454
"Transandinomys bolivaris","C","TEAMS_BCI","G",4,60.5,1,1,3.23,-999,1,"3","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Cebus imitator","C","TEAMS_BCI","Ar",6,2733.32,0,1,1.01,-999,18.15,"2","2021","Neotropical",102.67,3130.19,26.39,20.52,11454
"Allochrocebus lhoesti","B","TEAMS_BIF","Ar",4,5375.02,0,1,1,-999,17.4,"9","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Caracal aurata","B","TEAMS_BIF","S",1,10650.01,1,1,2.25,-999,-999,"5","2015","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Galagoides demidoff","B","TEAMS_BIF","Ar",3,66.04,1,0,1.29,-999,5.5,"6","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Phataginus tricuspis","B","TEAMS_BIF","S",1,2066.67,1,0,1,-999,-999,"4","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Herpestes sanguineus","B","TEAMS_BIF","G",3,550,0,1,2.5,-999,-999,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Hylomyscus vulcanorum","C","TEAMS_BIF","Ar",3,36,1,0,4.61,-999,-999,"1","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Dendromus kivu","C","TEAMS_BIF","G",6,13.72,1,0,-999,-999,-999,"4","2017","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Galagoides thomasi","C","TEAMS_BIF","Ar",2,117.35,1,0,-999,-999,1,"7","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Perodicticus ibeanus","C","TEAMS_BIF","Ar",3,1099.99,1,0,1.09,-999,1,"3","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Smutsia gigantea","C","TEAMS_BIF","G",1,32999.7,1,0,-999,-999,-999,"4","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Canis lupaster","C","TEAMS_BIF","G",1,32183.33,1,0,4.98,-999,-999,"1","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Aonyx congicus","C","TEAMS_BIF","G",2,18999.84,1,0,2.62,-999,-999,"5","2015","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Mazama nemorivaga","B","TEAMS_CAX","G",3,16633.17,1,1,1,-999,1,"2","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Marmosa demerarae","B","TEAMS_CAX","S",2,75.75,1,0,6.29,-999,-999,"4","2015","Neotropical",126,3974.08,26.1,32.36,25478
"Sapajus apella","B","TEAMS_CAX","Ar",6,2500,0,1,1.05,-999,7.9,"2","2021","Neotropical",126,3974.08,26.1,32.36,25478
"Herpailurus yagouaroundi","B","TEAMS_CAX","G",3,6875,0,1,2.5,-999,-999,"8","2015","Neotropical",126,3974.08,26.1,32.36,25478
"Toromys grandis","C","TEAMS_CAX","S",2,584,1,0,-999,-999,-999,"3","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Alouatta discolor","C","TEAMS_CAX","Ar",2,6400,0,1,-999,-999,7.4,"5","2021","Neotropical",126,3974.08,26.1,32.36,25478
"Euryoryzomys macconnelli","C","TEAMS_CAX","G",4,58,1,1,-999,-999,1,"3","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Saimiri collinsi","C","TEAMS_CAX","Ar",5,743.24,0,1,1,-999,34.85,"1","2020","Neotropical",126,3974.08,26.1,32.36,25478
"Mico argentatus","C","TEAMS_CAX","Ar",3,440,0,1,1.84,-999,9.5,"5","2021","Neotropical",126,3974.08,26.1,32.36,25478
"Hylaeamys megacephalus","C","TEAMS_CAX","G",4,57,1,1,3.72,-999,1,"3","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Dasyprocta croconota","C","TEAMS_CAX","G",3,3020.02,0,1,1.4,-999,-999,"1","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Leontocebus fuscicollis","A","TEAMS_COU","Ar",3,387,0,1,1.83,-999,6,"2","2021",NA,NA,NA,NA,NA,NA
"Herpailurus yagouaroundi","B","TEAMS_COU","G",3,6875,0,1,2.5,-999,-999,"8","2015",NA,NA,NA,NA,NA,NA
"Sapajus apella","B","TEAMS_COU","Ar",6,2500,0,1,1.05,-999,7.9,"2","2021",NA,NA,NA,NA,NA,NA
"Marmosa regina","B","TEAMS_COU","S",2,118.6,1,0,-999,-999,-999,"4","2015",NA,NA,NA,NA,NA,NA
"Hylaeamys perenensis","C","TEAMS_COU","G",4,57.93,1,1,-999,-999,-999,"2","2016",NA,NA,NA,NA,NA,NA
"Monodelphis ronaldi","C","TEAMS_COU","G",5,35,1,0,-999,-999,-999,"2","2015",NA,NA,NA,NA,NA,NA
"Lagothrix lagothricha","C","TEAMS_COU","Ar",4,6299.99,0,1,1.01,-999,33,"1","2020",NA,NA,NA,NA,NA,NA
"Cebus cuscinus","C","TEAMS_COU","Ar",6,2629,0,1,1.01,-999,25,"8","2021",NA,NA,NA,NA,NA,NA
"Euryoryzomys macconnelli","C","TEAMS_COU","G",4,58,1,1,-999,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Hylaeamys yunganus","C","TEAMS_COU","G",4,60.5,1,1,-999,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Plecturocebus urubambensis","C","TEAMS_COU","Ar",3,992.41,0,1,1.02,-999,2.5,"1","2020",NA,NA,NA,NA,NA,NA
"Marmosa demerarae","C","TEAMS_COU","S",2,75.75,1,0,6.29,-999,-999,"4","2015",NA,NA,NA,NA,NA,NA
"Leontocebus weddelli","C","TEAMS_COU","Ar",3,462,0,1,1.82,-999,6.3,"1","2020",NA,NA,NA,NA,NA,NA
"Monodelphis peruviana","C","TEAMS_COU","G",5,35,1,0,-999,-999,-999,"1","2016",NA,NA,NA,NA,NA,NA
"Mazama nemorivaga","C","TEAMS_COU","G",3,16633.17,1,1,1,-999,1,"2","2016",NA,NA,NA,NA,NA,NA
"Dasyprocta variegata","C","TEAMS_COU","G",3,3020.02,0,1,1.4,-999,-999,"1","2016",NA,NA,NA,NA,NA,NA
"Euryoryzomys nitidus","C","TEAMS_COU","G",4,55.2,1,1,-999,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Mazama nemorivaga","B","TEAMS_CSN","G",3,16633.17,1,1,1,-999,1,"2","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Herpailurus yagouaroundi","B","TEAMS_CSN","G",3,6875,0,1,2.5,-999,-999,"8","2015","Neotropical",126,4067.3,26.76,30.93,17712
"Sapajus apella","C","TEAMS_CSN","Ar",6,2500,0,1,1.05,-999,7.9,"2","2021","Neotropical",126,4067.3,26.76,30.93,17712
"Cebus castaneus","C","TEAMS_CSN","Ar",6,2599.98,0,1,1.01,-999,11.45,"3","2018","Neotropical",126,4067.3,26.76,30.93,17712
"Euryoryzomys macconnelli","C","TEAMS_CSN","G",4,58,1,1,-999,-999,1,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Coendou melanurus","C","TEAMS_CSN","Ar",2,1900,1,0,-999,-999,-999,"2","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Hylaeamys yunganus","C","TEAMS_CSN","G",4,60.5,1,1,-999,-999,-999,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Chiropotes sagulatus","C","TEAMS_CSN","Ar",3,2949.58,0,1,-999,-999,-999,"1","2020","Neotropical",126,4067.3,26.76,30.93,17712
"Marmosa demerarae","C","TEAMS_CSN","S",2,75.75,1,0,6.29,-999,-999,"4","2015","Neotropical",126,4067.3,26.76,30.93,17712
"Hylaeamys megacephalus","C","TEAMS_CSN","G",4,57,1,1,3.72,-999,1,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Herpestes sanguineus","A","TEAMS_KRP","G",3,550,0,1,2.5,-999,-999,"3","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Phataginus tricuspis","B","TEAMS_KRP","S",1,2066.67,1,0,1,-999,-999,"4","2019","Afrotropical",70,2602.67,25.69,34.18,9655
"Perodicticus edwardsi","C","TEAMS_KRP","Ar",3,1099.99,1,0,1.09,-999,1,"3","2019","Afrotropical",70,2602.67,25.69,34.18,9655
"Caracal aurata","C","TEAMS_KRP","S",1,10650.01,1,1,2.25,-999,-999,"5","2015","Afrotropical",70,2602.67,25.69,34.18,9655
"Sciurocheirus alleni","C","TEAMS_KRP","Ar",2,260,1,0,1.29,-999,6,"4","2020","Afrotropical",70,2602.67,25.69,34.18,9655
"Galagoides demidoff","C","TEAMS_KRP","Ar",3,66.04,1,0,1.29,-999,5.5,"6","2019","Afrotropical",70,2602.67,25.69,34.18,9655
"Galagoides thomasi","C","TEAMS_KRP","Ar",2,117.35,1,0,-999,-999,1,"7","2019","Afrotropical",70,2602.67,25.69,34.18,9655
"Phataginus tetradactyla","C","TEAMS_KRP","Ar",1,2749.98,1,0,1.05,-999,-999,"4","2019","Afrotropical",70,2602.67,25.69,34.18,9655
"Mazama nemorivaga","B","TEAMS_MAS","G",3,16633.17,1,1,1,-999,1,"2","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Herpailurus yagouaroundi","B","TEAMS_MAS","G",3,6875,0,1,2.5,-999,-999,"8","2015","Neotropical",100.67,4005.4,26.37,29.08,4636
"Marmosa demerarae","B","TEAMS_MAS","S",2,75.75,1,0,6.29,-999,-999,"4","2015","Neotropical",100.67,4005.4,26.37,29.08,4636
"Pithecia chrysocephala","C","TEAMS_MAS","Ar",4,1375.5,0,1,1.01,-999,2.7,"5","2018","Neotropical",100.67,4005.4,26.37,29.08,4636
"Toromys grandis","C","TEAMS_MAS","S",2,584,1,0,-999,-999,-999,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Sapajus apella","C","TEAMS_MAS","Ar",6,2500,0,1,1.05,-999,7.9,"2","2021","Neotropical",100.67,4005.4,26.37,29.08,4636
"Euryoryzomys macconnelli","C","TEAMS_MAS","G",4,58,1,1,-999,-999,1,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Coendou melanurus","C","TEAMS_MAS","Ar",2,1900,1,0,-999,-999,-999,"2","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Hylaeamys yunganus","C","TEAMS_MAS","G",4,60.5,1,1,-999,-999,-999,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Chiropotes sagulatus","C","TEAMS_MAS","Ar",3,2949.58,0,1,-999,-999,-999,"1","2020","Neotropical",100.67,4005.4,26.37,29.08,4636
"Hylaeamys megacephalus","C","TEAMS_MAS","G",4,57,1,1,3.72,-999,1,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Muntiacus vaginalis","C","TEAMS_NAK","G",2,15925.79,1,1,1,-999,-999,"2","2016","Indo-Malay",141.33,3606.3,22.75,29.83,10924
"Bos gaurus","C","TEAMS_NAK","G",1,8e+05,0,1,1.22,-999,40,"9","2016","Indo-Malay",141.33,3606.3,22.75,29.83,10924
"Biswamoyopterus laoensis","C","TEAMS_NAK","Ar",4,1613.3,1,0,-999,-999,-999,"1","2017","Indo-Malay",141.33,3606.3,22.75,29.83,10924
"Aonyx cinereus","C","TEAMS_NAK","G",3,3527.59,1,0,1.47,-999,-999,"8","2015","Indo-Malay",141.33,3606.3,22.75,29.83,10924
"Philander mondolfii","A","TEAMS_NNN","S",5,585.5,1,1,4.75,-999,1,"3","2016","Afrotropical",209.67,3987.36,24.52,38.8,16107
"Caracal aurata","B","TEAMS_NNN","S",1,10650.01,1,1,2.25,-999,-999,"5","2015","Afrotropical",209.67,3987.36,24.52,38.8,16107
"Phataginus tricuspis","B","TEAMS_NNN","S",1,2066.67,1,0,1,-999,-999,"4","2019","Afrotropical",209.67,3987.36,24.52,38.8,16107
"Smutsia gigantea","B","TEAMS_NNN","G",1,32999.7,1,0,-999,-999,-999,"4","2019","Afrotropical",209.67,3987.36,24.52,38.8,16107
"Piliocolobus oustaleti","C","TEAMS_NNN","Ar",3,8030.75,0,1,1.01,16,24.5,"8","2020","Afrotropical",209.67,3987.36,24.52,38.8,16107
"Perodicticus edwardsi","C","TEAMS_NNN","Ar",3,1099.99,1,0,1.09,-999,1,"3","2019","Afrotropical",209.67,3987.36,24.52,38.8,16107
"Huetia leucorhina","C","TEAMS_NNN","G",1,49.7,1,1,-999,1,1,"4","2015","Afrotropical",209.67,3987.36,24.52,38.8,16107
"Galagoides demidoff","C","TEAMS_NNN","Ar",3,66.04,1,0,1.29,-999,5.5,"6","2019","Afrotropical",209.67,3987.36,24.52,38.8,16107
"Galagoides thomasi","C","TEAMS_NNN","Ar",2,117.35,1,0,-999,-999,1,"7","2019","Afrotropical",209.67,3987.36,24.52,38.8,16107
"Sciurocheirus gabonensis","C","TEAMS_NNN","Ar",2,165.68,1,0,-999,-999,-999,"2","2019","Afrotropical",209.67,3987.36,24.52,38.8,16107
"Hylomyscus walterverheyeni","C","TEAMS_NNN","Ar",3,19.95,1,0,3,-999,-999,"1","2016","Afrotropical",209.67,3987.36,24.52,38.8,16107
"Phataginus tetradactyla","C","TEAMS_NNN","Ar",1,2749.98,1,0,1.05,-999,-999,"4","2019","Afrotropical",209.67,3987.36,24.52,38.8,16107
"Aonyx congicus","C","TEAMS_NNN","G",2,18999.84,1,0,2.62,-999,-999,"5","2015","Afrotropical",209.67,3987.36,24.52,38.8,16107
"Galeopterus variegatus","C","TEAMS_PSH","Ar",1,1112.2,1,0,1,-999,-999,"2","2008","Indo-Malay",143.25,3836.74,26.33,21.75,10584
"Maxomys tajuddinii","C","TEAMS_PSH","G",5,56.01,1,0,3,-999,-999,"2","2020","Indo-Malay",143.25,3836.74,26.33,21.75,10584
"Aonyx cinereus","C","TEAMS_PSH","G",3,3527.59,1,0,1.47,-999,-999,"8","2015","Indo-Malay",143.25,3836.74,26.33,21.75,10584
"Eulemur rufifrons","B","TEAMS_RNF","Ar",2,2394.62,0,1,-999,-999,9.5,"3","2020","Afrotropical",214.75,3765.91,18.16,30.41,11871
"Microgale majori","C","TEAMS_RNF","G",1,7.3,1,1,-999,1,1,"4","2016","Afrotropical",214.75,3765.91,18.16,30.41,11871
"Cheirogaleus grovesi","C","TEAMS_RNF","Ar",3,285.39,1,0,-999,-999,-999,"1","2020","Afrotropical",214.75,3765.91,18.16,30.41,11871
"Avahi peyrierasi","C","TEAMS_RNF","Ar",2,900,1,0,1.01,-999,2,"3","2020","Afrotropical",214.75,3765.91,18.16,30.41,11871
"Rhynchocyon udzungwensis","A","TEAMS_UDZ","G",1,490,0,1,1.93,-999,-999,"2","2015","Afrotropical",220.5,3496.07,20.72,21.27,16003
"Cephalophus harveyi","B","TEAMS_UDZ","G",3,11999.97,1,0,1,-999,2,"3","2016","Afrotropical",220.5,3496.07,20.72,21.27,16003
"Nesotragus moschatus","B","TEAMS_UDZ","G",2,6499.95,1,0,1,-999,1.5,"6","2016","Afrotropical",220.5,3496.07,20.72,21.27,16003
"Dendrohyrax validus","B","TEAMS_UDZ","Ar",2,2949.99,1,0,1.51,-999,1,"2","2015","Afrotropical",220.5,3496.07,20.72,21.27,16003
"Herpestes sanguineus","C","TEAMS_UDZ","G",3,550,0,1,2.5,-999,-999,"3","2016","Afrotropical",220.5,3496.07,20.72,21.27,16003
"Hylomyscus arcimontensis","C","TEAMS_UDZ","Ar",3,36,1,0,4.61,-999,-999,"1","2017","Afrotropical",220.5,3496.07,20.72,21.27,16003
"Lepus victoriae","C","TEAMS_UDZ","G",1,1763.61,1,0,1.56,-999,-999,"3","2019","Afrotropical",220.5,3496.07,20.72,21.27,16003
"Tragelaphus oryx","C","TEAMS_UDZ","G",2,680000,0,1,-999,50,50,"3","2016","Afrotropical",220.5,3496.07,20.72,21.27,16003
"Acomys ngurui","C","TEAMS_UDZ","G",2,26.5,1,0,2.71,-999,-999,"1","2019","Afrotropical",220.5,3496.07,20.72,21.27,16003
"Paragalago zanzibaricus","C","TEAMS_UDZ","Ar",3,147.35,1,0,1.29,-999,1,"7","2020","Afrotropical",220.5,3496.07,20.72,21.27,16003
"Smutsia temminckii","C","TEAMS_UDZ","G",1,7179.93,1,0,1,-999,1,"4","2019","Afrotropical",220.5,3496.07,20.72,21.27,16003
"Paragalago orinus","C","TEAMS_UDZ","Ar",2,165.68,1,0,-999,-999,-999,"4","2021","Afrotropical",220.5,3496.07,20.72,21.27,16003
"Herpailurus yagouaroundi","B","TEAMS_VB","G",3,6875,0,1,2.5,-999,-999,"8","2015","Neotropical",81,3303.97,21.87,36.65,16858
"Heterogeomys cherriei","C","TEAMS_VB","G",1,225,0,1,-999,-999,-999,"1","2016","Neotropical",81,3303.97,21.87,36.65,16858
"Marmosa alstoni","C","TEAMS_VB","S",2,132.3,1,0,-999,-999,-999,"4","2016","Neotropical",81,3303.97,21.87,36.65,16858
"Handleyomys alfaroi","C","TEAMS_VB","G",4,33.3,1,1,3.59,-999,-999,"3","2016","Neotropical",81,3303.97,21.87,36.65,16858
"Coendou mexicanus","C","TEAMS_VB","Ar",2,2000,1,0,0.98,-999,2,"3","2016","Neotropical",81,3303.97,21.87,36.65,16858
"Sylvilagus gabbi","C","TEAMS_VB","G",1,949.99,1,0,1.9,-999,1,"1","2019","Neotropical",81,3303.97,21.87,36.65,16858
"Transandinomys bolivaris","C","TEAMS_VB","G",4,60.5,1,1,3.23,-999,1,"3","2016","Neotropical",81,3303.97,21.87,36.65,16858
"Nephelomys devius","C","TEAMS_VB","G",4,57.93,1,1,-999,-999,-999,"3","2016","Neotropical",81,3303.97,21.87,36.65,16858
"Cebus imitator","C","TEAMS_VB","Ar",6,2733.32,0,1,1.01,-999,18.15,"2","2021","Neotropical",81,3303.97,21.87,36.65,16858
"Herpailurus yagouaroundi","B","TEAMS_VB","G",3,6875,0,1,2.5,-999,-999,"8","2015","Neotropical",81,3303.97,21.87,36.65,16858
"Hylomyscus vulcanorum","C","TEAMS_VIR","Ar",3,36,1,0,4.61,-999,-999,"1","2019","Afrotropical",222,2284.82,10.73,25.12,5809
"Dendromus kivu","C","TEAMS_VIR","G",6,13.72,1,0,-999,-999,-999,"4","2017","Afrotropical",222,2284.82,10.73,25.12,5809
"Galagoides demidoff","C","TEAMS_VIR","Ar",3,66.04,1,0,1.29,-999,5.5,"6","2019","Afrotropical",222,2284.82,10.73,25.12,5809
"Galagoides thomasi","C","TEAMS_VIR","Ar",2,117.35,1,0,-999,-999,1,"7","2019","Afrotropical",222,2284.82,10.73,25.12,5809
"Perodicticus ibeanus","C","TEAMS_VIR","Ar",3,1099.99,1,0,1.09,-999,1,"3","2019","Afrotropical",222,2284.82,10.73,25.12,5809
"Smutsia gigantea","C","TEAMS_VIR","G",1,32999.7,1,0,-999,-999,-999,"4","2019","Afrotropical",222,2284.82,10.73,25.12,5809
"Phataginus tricuspis","C","TEAMS_VIR","S",1,2066.67,1,0,1,-999,-999,"4","2019","Afrotropical",222,2284.82,10.73,25.12,5809
"Canis lupaster","C","TEAMS_VIR","G",1,32183.33,1,0,4.98,-999,-999,"1","2019","Afrotropical",222,2284.82,10.73,25.12,5809
"Aonyx congicus","C","TEAMS_VIR","G",2,18999.84,1,0,2.62,-999,-999,"5","2015","Afrotropical",222,2284.82,10.73,25.12,5809
"Herpailurus yagouaroundi","A","TEAMS_YAN","G",3,6875,0,1,2.5,-999,-999,"8","2015","Neotropical",198,3206.25,23.32,27.58,10012
